Title,Link,pubDate,Description,Source,Tag
Bird Scientists Need Some Help Finding Species – They're Turning to Birdwatchers - Good News Network,https://www.goodnewsnetwork.org/ebird-app-users-needed-to-help-find-10-most-wanted-lost-bird-species/,2/16/2022,Bird Scientists Need Some Help Finding Species – They're Turning to Birdwatchers&nbsp;&nbsp;Good News Network,Good News Network,Acoustic-Ornitology
World Pangolin Day 2022 - Wildlife Trade News from TRAFFIC - TRAFFIC - Wildlife Trade News,https://www.traffic.org/news/world-pangolin-day-2022/,2/18/2022,World Pangolin Day 2022 - Wildlife Trade News from TRAFFIC&nbsp;&nbsp;TRAFFIC - Wildlife Trade News,TRAFFIC - Wildlife Trade News,Acoustic-Ornitology
Is Hunting Sandhill Cranes Truly Necessary? - Earth Island Journal,https://www.earthisland.org/journal/index.php/articles/entry/is-hunting-sandhill-cranes-truly-necessary/,1/10/2022,Is Hunting Sandhill Cranes Truly Necessary?&nbsp;&nbsp;Earth Island Journal,Earth Island Journal,Acoustic-Ornitology
Virtual birding seminar on cranes set March 3 - AgriLife Today,https://agrilifetoday.tamu.edu/2022/02/17/virtual-birding-seminar-on-cranes-set-march-3/,2/17/2022,Virtual birding seminar on cranes set March 3&nbsp;&nbsp;AgriLife Today,AgriLife Today,Acoustic-Ornitology
"The ocean is a cacophony of fish talk, study shows. We just can't hear it - Mongabay.com",https://news.mongabay.com/2022/03/the-ocean-is-a-cacophony-of-fish-talk-study-shows-we-just-cant-hear-it/,3/30/2022,"The ocean is a cacophony of fish talk, study shows. We just can't hear it&nbsp;&nbsp;Mongabay.com",Mongabay.com,Acoustic-Ornitology
CDFW News | CDFW Seeks Artists to Enter California Upland Game Bird Stamp Art Contest - California Department of Fish and Wildlife,https://wildlife.ca.gov/News/cdfw-seeks-artists-to-enter-california-upland-game-bird-stamp-art-contest,9/14/2021,CDFW News | CDFW Seeks Artists to Enter California Upland Game Bird Stamp Art Contest&nbsp;&nbsp;California Department of Fish and Wildlife,California Department of Fish and Wildlife,Acoustic-Ornitology
Bird populations in Europe plummeting since the 1980s - ZME Science,https://www.zmescience.com/science/europes-birds-16112021/,11/17/2021,Bird populations in Europe plummeting since the 1980s&nbsp;&nbsp;ZME Science,ZME Science,Acoustic-Ornitology
Using the IUCN Red List to map threats to terrestrial vertebrates at global scale - Nature.com,https://www.nature.com/articles/s41559-021-01542-9,8/30/2021,Using the IUCN Red List to map threats to terrestrial vertebrates at global scale&nbsp;&nbsp;Nature.com,Nature.com,Acoustic-Ornitology
Podcast: It's an 'incredibly exciting' time for the field of bioacoustics - Mongabay.com,https://news.mongabay.com/2021/06/podcast-its-an-incredibly-exciting-time-for-the-field-of-bioacoustics/,6/16/2021,Podcast: It's an 'incredibly exciting' time for the field of bioacoustics&nbsp;&nbsp;Mongabay.com,Mongabay.com,Acoustic-Ornitology
Betting big on bioacoustics: Q&A with philanthropist Lisa Yang - Mongabay.com,https://news.mongabay.com/2021/07/betting-big-on-bioacoustics-qa-with-philanthropist-lisa-yang/,7/22/2021,Betting big on bioacoustics: Q&amp;A with philanthropist Lisa Yang&nbsp;&nbsp;Mongabay.com,Mongabay.com,Acoustic-Ornitology
Continued caution urged around bird flu outbreak - Muskogee Daily Phoenix,https://www.muskogeephoenix.com/news/continued-caution-urged-around-bird-flu-outbreak/article_3a2d24e1-ae2a-5044-a5f5-280c43c57e8c.html,5/3/2022,Continued caution urged around bird flu outbreak&nbsp;&nbsp;Muskogee Daily Phoenix,Muskogee Daily Phoenix,Acoustic-Ornitology
Birds - West Virginia Division of Natural Resources - West Virginia Division of Natural Resources,https://wvdnr.gov/plants-animals/birds/,7/30/2021,Birds - West Virginia Division of Natural Resources&nbsp;&nbsp;West Virginia Division of Natural Resources,West Virginia Division of Natural Resources,Acoustic-Ornitology
